"filename","filepath","left_groove","right_groove","crosscut_y","manual_selection","timestamp"
"Bullet 4 20X 1.65perc 3x3 land1.x3p","/Users/stephanie/Documents/cts23.4.1/Bullet 4 20X 1.65perc 3x3 land1.x3p",100,2100,250.105,TRUE,2026-01-29 16:05:04.538249
