study,bullet_dir,filename,bullet_code
Hamby Set 224,Barrel 1/Bullet 1,HS224 - Barrel 1 - Bullet 1 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.1.1
Hamby Set 224,Barrel 1/Bullet 2,HS224 - Barrel 1 - Bullet 2 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.1.2
Hamby Set 224,Barrel 10/Bullet 1,HS224 - Barrel 10  - Bullet 1 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.10.1
Hamby Set 224,Barrel 10/Bullet 2,HS224 - Barrel 10  - Bullet 2 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.10.2
Hamby Set 224,Barrel 2/Bullet 1,HS224 - Barrel 2 - Bullet 1 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.2.1
Hamby Set 224,Barrel 2/Bullet 2,HS224 - Barrel 2 - Bullet 2 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.2.2
Hamby Set 224,Barrel 3/Bullet 1,HS224 - Barrel 3 - Bullet 1 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.3.1
Hamby Set 224,Barrel 3/Bullet 2,HS224 - Barrel 3 - Bullet 2 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.3.2
Hamby Set 224,Barrel 4/Bullet 1,HS224 - Barrel 4 - Bullet 1 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.4.1
Hamby Set 224,Barrel 4/Bullet 2,HS224 - Barrel 4 - Bullet 2 - Land 1 - Sneox1 - 20x - auto light left image +20% & x10 - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.4.2
Hamby Set 224,Barrel 5/Bullet 1,HS224 - Barrel 5 - Bullet 1 - Land 1 - Sneox1 - 20x - auto light left image +20% & x10 - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.5.1
Hamby Set 224,Barrel 5/Bullet 2,HS224 - Barrel 5 - Bullet 2 - Land 1 - Sneox1 - 20x - auto light left image +20% & x10 - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.5.2
Hamby Set 224,Barrel 6/Bullet 1,HS224 - Barrel 6  - Bullet 1 - Land 1 - Sneox1 - 20x - auto light left image +20% & x10 - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.6.1
Hamby Set 224,Barrel 6/Bullet 2,HS224 - Barrel 6  - Bullet 2 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.6.2
Hamby Set 224,Barrel 7/Bullet 1,HS224 - Barrel 7  - Bullet 1 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.7.1
Hamby Set 224,Barrel 7/Bullet 2,HS224 - Barrel 7  - Bullet 2 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.7.2
Hamby Set 224,Barrel 8/Bullet 1,HS224 - Barrel 8  - Bullet 1 - Land 1 - Sneox2 - 20x - auto light left image +20% & x10 - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.8.1
Hamby Set 224,Barrel 8/Bullet 2,HS224 - Barrel 8  - Bullet 2 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.8.2
Hamby Set 224,Barrel 9/Bullet 1,HS224 - Barrel 9  - Bullet 1 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.9.1
Hamby Set 224,Barrel 9/Bullet 2,HS224 - Barrel 9  - Bullet 2 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.9.2
Hamby Set 224,Unknown/Bullet F,HS224 - Unknown - Bullet F - Land 1 - Sneox1 - 20x - auto light left image +20% & x10 - threshold 2 - resolution 4 - Carley McConnell.x3p,hmb224.U.F
Hamby Set 224,Unknown/Bullet G,HS224 - Unknown - Bullet G - Land 1 - Sneox1 - 20x - auto light left image +20% & x10 - threshold 2 - resolution 4 - Carley McConnell.x3p,hmb224.U.G
Hamby Set 224,Unknown/Bullet H,HS224 - Unknown - Bullet H - Land 1 - Sneox1 - 20x - auto light left image +20% & x10 - threshold 2 - resolution 4 - Carley McConnell.x3p,hmb224.U.H
Hamby Set 224,Unknown/Bullet I,HS224 - Unknown - Bullet I - Land 1 - Sneox1 - 20x - auto light left image +20% & x10 - threshold 2 - resolution 4 - Carley McConnell.x3p,hmb224.U.I
Hamby Set 224,Unknown/Bullet J,HS224 - Unknown - Bullet J - Land 1 - Sneox1 - 20x - auto light left image +20% & x10 - threshold 2 - resolution 4 - Carley McConnell.x3p,hmb224.U.J
Hamby Set 224,Unknown/Bullet N,HS224 - Unknown - Bullet N - Land 1 - Sneox1 - 20x - auto light left image +20% & x10 - threshold 2 - resolution 4 - Carley McConnell.x3p,hmb224.U.N
Hamby Set 224,Unknown/Bullet P,HS224 - Unknown - Bullet P - Land 1 - Sneox1 - 20x - auto light left image +20% & x10 - threshold 2 - resolution 4 - Carley McConnell.x3p,hmb224.U.P
Hamby Set 224,Unknown/Bullet Q,HS224 - Unknown - Bullet Q - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.U.Q
Hamby Set 224,Unknown/Bullet R,HS224 - Unknown - Bullet R - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Anyesha Ray.x3p,hmb224.U.R
