study,bullet_dir,filename,bullet_code
Hamby Set 5,Test Set 1/Known/Bullet 1,Hamby Set 5 - Test Set 1 - Known - Bullet 1 - Land 1 - Sneox 1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.1.K.1
Hamby Set 5,Test Set 1/Known/Bullet 2,Hamby Set 5 - Test Set 1 - Known - Bullet 2 - Land 1 - Sneox 1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.1.K.2
Hamby Set 5,Test Set 1/Questioned/Bullet P,Hamby Set 5 - Test Set 1 - Questioned - Bullet P - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Marco Yepez.x3p,hmb5.1.Q.P
Hamby Set 5,Test Set 10/Known/Bullet 1,Hamby Set 5 - Test Set 10 - Known - Bullet 1 - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Marco Yepez.x3p,hmb5.10.K.1
Hamby Set 5,Test Set 10/Known/Bullet 2,Hamby Set 5 - Test Set 10 - Known - Bullet 2 - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Marco Yepez.x3p,hmb5.10.K.2
Hamby Set 5,Test Set 11/Known/Bullet 1,Hamby Set 5 - Test Set 11 - Known - Bullet 1 - Land 1 - Sneox 2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.11.K.1
Hamby Set 5,Test Set 11/Questioned/Bullet V,Hamby Set 5 - Test Set 11 - Questioned - Bullet V - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.11.Q.V
Hamby Set 5,Test Set 12/Known/Bullet 1,Hamby Set 5 - Test Set 12 - Known - Bullet 1 - Land 1 - Sneox 2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.12.K.1
Hamby Set 5,Test Set 12/Known/Bullet 2,Hamby Set 5 - Test Set 12 - Known - Bullet 2 - Land 1 - Sneox 2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.12.K.2
Hamby Set 5,Test Set 12/Questioned/Bullet R,Hamby Set 5 - Test Set 12 - Questioned - Bullet R - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.12.Q.R
Hamby Set 5,Test Set 13/Known/Bullet 1,Hamby Set 5 - Test Set 13 - Known - Bullet 1 - Land 1 - Sneox 2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.13.K.1
Hamby Set 5,Test Set 13/Known/Bullet 2,Hamby Set 5 - Test Set 13 - Known - Bullet 2 - Land 1 - Sneox 2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.13.K.2
Hamby Set 5,Test Set 13/Questioned/Bullet U,Hamby Set 5 - Test Set 13 - Questioned - Bullet U - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.13.Q.U
Hamby Set 5,Test Set 14/Known/Bullet 1,Hamby Set 5 - Test Set 14 - Known - Bullet 1 - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.14.K.1
Hamby Set 5,Test Set 14/Known/Bullet 2,Hamby Set 5 - Test Set 14 - Known - Bullet 2 - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.14.K.2
Hamby Set 5,Test Set 14/Questioned/Bullet Q,Hamby Set 5 - Test Set 14 - Questioned - Bullet Q - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.14.Q.Q
Hamby Set 5,Test Set 15/Known/Bullet 1,Hamby Set 5 - Test Set 15 - Known - Bullet 1 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Marco Yepez.x3p,hmb5.15.K.1
Hamby Set 5,Test Set 15/Known/Bullet 2,Hamby Set 5 - Test Set 15 - Known - Bullet 2 - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Marco Yepez.x3p,hmb5.15.K.2
Hamby Set 5,Test Set 15/Questioned/Bullet J,Hamby Set 5 - Test Set 15 - Questioned - Bullet J - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Marco Yepez.x3p,hmb5.15.Q.J
Hamby Set 5,Test Set 2/Known/Bullet 1,Hamby Set 5 - Test Set 2 - Known - Bullet 1 - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Marco Yepez.x3p,hmb5.2.K.1
Hamby Set 5,Test Set 2/Known/Bullet 2,Hamby Set 5 - Test Set 2 - Known - Bullet 2 - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Marco Yepez.x3p,hmb5.2.K.2
Hamby Set 5,Test Set 2/Questioned/Bullet H,Hamby Set 5 - Test Set 2- Questioned - Bullet H - Land 1 - Sneox 1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Sammi Springer.x3p,hmb5.2.Q.H
