study,bullet_dir,filename,bullet_code
Hamby Set 5,Test Set 3/Known/Bullet 1,Hamby Set 5 - Test Set 3 - Known - Bullet 1 - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.3.K.1
Hamby Set 5,Test Set 3/Known/Bullet 2,Hamby Set 5 - Test Set 3 - Known - Bullet 2 - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.3.K.2
Hamby Set 5,Test Set 3/Questioned/Bullet I,Hamby Set 5 - Test Set 3- Questioned - Bullet I - Land 1 - Sneox 1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Sammi Springer.x3p,hmb5.3.Q.I
Hamby Set 5,Test Set 4/Known/Bullet 1,Hamby Set 5 - Test Set 4 - Known - Bullet 1 - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Marco Yepez.x3p,hmb5.4.K.1
Hamby Set 5,Test Set 4/Known/Bullet 2,Hamby Set 5 - Test Set 4 - Known - Bullet 2 - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Marco Yepez.x3p,hmb5.4.K.2
Hamby Set 5,Test Set 4/Questioned/Bullet T,Hamby Set 5 - Test Set 3- Questioned - Bullet T - Land 1 - Sneox 1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.3.Q.T
Hamby Set 5,Test Set 5/Known/Bullet 1,Hamby Set 5 - Test Set 5 - Known - Bullet 1 - Land 1 - Sneox 1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.5.K.1
Hamby Set 5,Test Set 5/Known/Bullet 2,Hamby Set 5 - Test Set 5 - Known - Bullet 2 - Land 1 - Sneox 1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.5.K.2
Hamby Set 5,Test Set 5/Questioned/Bullet J,Hamby Set 5 - Test Set 5- Questioned - Bullet J- Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Sammi Springer.x3p,hmb5.5.Q.J
Hamby Set 5,Test Set 6/Known/Bullet 1,Hamby Set 5 - Test Set 6- Known - Bullet 1 - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Sammi Springer.x3p,hmb5.6.K.1
Hamby Set 5,Test Set 6/Known/Bullet 2,Hamby Set 5 - Test Set 6- Known - Bullet 2- Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Sammi Springer.x3p,hmb5.6.K.2
Hamby Set 5,Test Set 6/Questioned/Bullet G,Hamby Set 5 - Test Set 6 - Questioned - Bullet G - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Marco Yepez.x3p,hmb5.6.Q.G
Hamby Set 5,Test Set 7/Known/Bullet 1,Hamby Set 5 - Test Set 7 - Known - Bullet 1 - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Marco Yepez.x3p,hmb5.7.K.1
Hamby Set 5,Test Set 7/Questioned/Bullet Q,Hamby Set 5 - Test Set 7- Questioned - Bullet Q - Land 1 - Sneox 2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.7.Q.Q
Hamby Set 5,Test Set 8/Known/Bullet 1,Hamby Set 5 - Test Set 8 - Known - Bullet 1 - Land 1 - Sneox 2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.8.K.1
Hamby Set 5,Test Set 8/Known/Bullet 2,Hamby Set 5 - Test Set 8 - Known - Bullet 2 - Land 1 - Sneox 2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.8.K.2
Hamby Set 5,Test Set 8/Questioned/Bullet S,Hamby Set 5 - Test Set 8 - Questioned - Bullet S - Land 1 - Sneox 2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Mark Mosher.x3p,hmb5.8.Q.S
Hamby Set 5,Test Set 9/Known/Bullet 1,Hamby Set 5 - Test Set 9 - Known - Bullet 1 - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Marco Yepez.x3p,hmb5.9.K.1
Hamby Set 5,Test Set 9/Known/Bullet 2,Hamby Set 5 - Test Set 9 - Known - Bullet 2 - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Marco Yepez.x3p,hmb5.9.K.2
Hamby Set 5,Test Set 9/Questioned/Bullet W,Hamby Set 5 - Test Set 9 - Questioned - Bullet W - Land 1 - Sneox1 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Marco Yepez.x3p,hmb5.9.Q.W
